Localidade,CodigoIBGE,I2000,I2010
Panambi,4313904,0.688,0.761
Pantano Grande,4313953,0.589,0.661
Paraí,4314001,0.678,0.773
Paraíso do Sul,4314027,0.557,0.676
Pareci Novo,4314035,0.66,0.749
Parobé,4314050,0.6,0.704
Passa Sete,4314068,0.503,0.622
Passo do Sobrado,4314076,0.601,0.698
Passo Fundo,4314100,0.701,0.776
Paulo Bento,4314134,0.608,0.71
Paverama,4314159,0.54,0.683
Pedras Altas,4314175,0.482,0.64
Pedro Osório,4314209,0.595,0.678
Pejuçara,4314308,0.65,0.741
Pelotas,4314407,0.66,0.739
Picada Café,4314423,0.653,0.758
Pinhal,4314456,0.628,0.72
Pinhal da Serra,4314464,0.512,0.65
Pinhal Grande,4314472,0.566,0.678
Pinheirinho do Vale,4314498,0.53,0.71
Pinheiro Machado,4314506,0.584,0.661
Pirapó,4314555,0.531,0.669
Piratini,4314605,0.55,0.658
Planalto,4314704,0.587,0.687
Poço das Antas,4314753,0.645,0.744
Pontão,4314779,0.585,0.725
Ponte Preta,4314787,0.56,0.725
Portão,4314803,0.618,0.713
Porto Alegre,4314902,0.744,0.805
Porto Lucena,4315008,0.578,0.693
Porto Mauá,4315057,0.593,0.698
Porto Vera Cruz,4315073,0.544,0.69
Porto Xavier,4315107,0.616,0.723
Pouso Novo,4315131,0.625,0.715
Presidente Lucena,4315149,0.621,0.757
Progresso,4315156,0.535,0.683
Protásio Alves,4315172,0.636,0.733
Putinga,4315206,0.577,0.715
Quaraí,4315305,0.63,0.704
Quatro Irmãos,4315313,0.504,0.689
Quevedos,4315321,0.491,0.665
Quinze de Novembro,4315354,0.657,0.756
Redentora,4315404,0.464,0.631
Relvado,4315453,0.588,0.731
Restinga Seca,4315503,0.586,0.683
Rio dos Índios,4315552,0.512,0.656
Rio Grande,4315602,0.652,0.744
Rio Pardo,4315701,0.609,0.693
Riozinho,4315750,0.568,0.661
Roca Sales,4315800,0.627,0.729
Rodeio Bonito,4315909,0.642,0.732
Rolador,4315958,0.583,0.689
Rolante,4316006,0.595,0.688
Ronda Alta,4316105,0.619,0.724
Rondinha,4316204,0.65,0.764
Roque Gonzales,4316303,0.567,0.688
Rosário do Sul,4316402,0.616,0.699
Sagrada Família,4316428,0.541,0.678
Saldanha Marinho,4316436,0.689,0.762
Salto do Jacuí,4316451,0.589,0.687
Salvador das Missões,4316477,0.655,0.753
Salvador do Sul,4316501,0.665,0.74
Sananduva,4316600,0.66,0.747
Santa Bárbara do Sul,4316709,0.653,0.725
Santa Cecília do Sul,4316733,0.529,0.725
Santa Clara do Sul,4316758,0.612,0.74
Santa Cruz do Sul,4316808,0.682,0.773
Santa Maria,4316907,0.715,0.784
Santa Maria do Herval,4316956,0.598,0.676
Santa Margarida do Sul,4316972,0.526,0.663
Santana da Boa Vista,4317004,0.553,0.633
Santana do Livramento,4317103,0.663,0.727
Santa Rosa,4317202,0.685,0.769
Santa Tereza,4317251,0.611,0.746
Santa Vitória do Palmar,4317301,0.626,0.712
Santiago,4317400,0.696,0.766
Santo Ângelo,4317509,0.685,0.772
Santo Antônio do Palma,4317558,0.667,0.764
Santo Antônio da Patrulha,4317608,0.62,0.717
Santo Antônio das Missões,4317707,0.582,0.686
Santo Antônio do Planalto,4317756,0.693,0.759
Santo Augusto,4317806,0.627,0.739
Santo Cristo,4317905,0.642,0.738
Santo Expedito do Sul,4317954,0.627,0.732
São Borja,4318002,0.637,0.736
São Domingos do Sul,4318051,0.69,0.763
São Francisco de Assis,4318101,0.558,0.675
São Francisco de Paula,4318200,0.592,0.685
São Gabriel,4318309,0.624,0.699
São Jerônimo,4318408,0.609,0.696
São João da Urtiga,4318424,0.572,0.694
São João do Polêsine,4318432,0.686,0.748
São Jorge,4318440,0.629,0.732
São José das Missões,4318457,0.54,0.651
São José do Herval,4318465,0.555,0.717
São José do Hortêncio,4318481,0.624,0.707
São José do Inhacorá,4318499,0.602,0.747
São José do Norte,4318507,0.481,0.623
São José do Ouro,4318606,0.653,0.755
São José do Sul,4318614,0.576,0.725
São José dos Ausentes,4318622,0.512,0.663
São Leopoldo,4318705,0.656,0.739
São Lourenço do Sul,4318804,0.589,0.687
São Luiz Gonzaga,4318903,0.634,0.741
São Marcos,4319000,0.695,0.768
São Martinho,4319109,0.638,0.726
São Martinho da Serra,4319125,0.541,0.652
São Miguel das Missões,4319158,0.57,0.667
São Nicolau,4319208,0.517,0.645
São Paulo das Missões,4319307,0.567,0.692
São Pedro da Serra,4319356,0.639,0.739
São Pedro das Missões,4319364,0.471,0.664
São Pedro do Butiá,4319372,0.666,0.763
São Pedro do Sul,4319406,0.614,0.709
São Sebastião do Caí,4319505,0.662,0.739
São Sepé,4319604,0.614,0.708
São Valentim,4319703,0.544,0.72
São Valentim do Sul,4319711,0.671,0.764
São Valério do Sul,4319737,0.532,0.642
São Vendelino,4319752,0.655,0.754
São Vicente do Sul,4319802,0.589,0.685
Sapiranga,4319901,0.597,0.711
Sapucaia do Sul,4320008,0.633,0.726
Sarandi,4320107,0.677,0.777
Seberi,4320206,0.597,0.723
Sede Nova,4320230,0.571,0.712
Segredo,4320263,0.53,0.659
Selbach,4320305,0.741,0.777
Senador Salgado Filho,4320321,0.59,0.693
Sentinela do Sul,4320354,0.56,0.671
Serafina Corrêa,4320404,0.678,0.76
Sério,4320453,0.522,0.652
Sertão,4320503,0.684,0.751
Sertão Santana,4320552,0.577,0.689
Sete de Setembro,4320578,0.532,0.683
Severiano de Almeida,4320602,0.633,0.752
Silveira Martins,4320651,0.652,0.742
Sinimbu,4320677,0.513,0.631
Sobradinho,4320701,0.65,0.743
Soledade,4320800,0.633,0.731
Tabaí,4320859,0.602,0.701
Tapejara,4320909,0.66,0.76
Tapera,4321006,0.66,0.747
Tapes,4321105,0.619,0.695
Taquara,4321204,0.651,0.727
Taquari,4321303,0.641,0.733
Taquaruçu do Sul,4321329,0.588,0.739
Tavares,4321352,0.543,0.656
Tenente Portela,4321402,0.607,0.708
Terra de Areia,4321436,0.611,0.689
Teutônia,4321451,0.664,0.747
Tio Hugo,4321469,0.595,0.742
Tiradentes do Sul,4321477,0.551,0.689
Toropi,4321493,0.52,0.683
Torres,4321501,0.681,0.762
Tramandaí,4321600,0.633,0.719
Travesseiro,4321626,0.569,0.701
Três Arroios,4321634,0.637,0.791
Três Cachoeiras,4321667,0.638,0.718
Três Coroas,4321709,0.61,0.71
Três de Maio,4321808,0.655,0.759
Três Forquilhas,4321832,0.541,0.662
Três Palmeiras,4321857,0.594,0.703
Três Passos,4321907,0.686,0.768
Trindade do Sul,4321956,0.561,0.687
Triunfo,4322004,0.628,0.733
Tucunduva,4322103,0.661,0.747
Tunas,4322152,0.484,0.657
Tupanci do Sul,4322186,0.57,0.694
Tupanciretã,4322202,0.612,0.709
Tupandi,4322251,0.654,0.718
Tuparendi,4322301,0.642,0.728
Turuçu,4322327,0.528,0.629
Ubiretama,4322343,0.554,0.7
União da Serra,4322350,0.664,0.733
Unistalda,4322376,0.552,0.649
Uruguaiana,4322400,0.663,0.744
Vacaria,4322509,0.641,0.721
Vale Verde,4322525,0.549,0.646
Vale do Sol,4322533,0.496,0.624
Vale Real,4322541,0.604,0.737
Vanini,4322558,0.673,0.757
Venâncio Aires,4322608,0.61,0.712
Vera Cruz,4322707,0.582,0.737
Veranópolis,4322806,0.702,0.773
Vespasiano Correa,4322855,0.639,0.723
Viadutos,4322905,0.567,0.702
Viamão,4323002,0.62,0.717
Vicente Dutra,4323101,0.489,0.638
Victor Graeff,4323200,0.664,0.777
Vila Flores,4323309,0.621,0.742
Vila Lângaro,4323358,0.616,0.705
Vila Maria,4323408,0.662,0.761
Vila Nova do Sul,4323457,0.565,0.662
Vista Alegre,4323507,0.632,0.739
Vista Alegre do Prata,4323606,0.689,0.78
Vista Gaúcha,4323705,0.619,0.757
Vitória das Missões,4323754,0.556,0.655
Westfália,4323770,0.68,0.752
Xangri-lá,4323804,0.642,0.735
Água Clara,5000203,0.534,0.67
Alcinópolis,5000252,0.536,0.711
Amambai,5000609,0.576,0.673
Anastácio,5000708,0.517,0.663
Anaurilândia,5000807,0.516,0.67
Angélica,5000856,0.552,0.697
Antônio João,5000906,0.509,0.643
Aparecida do Taboado,5001003,0.579,0.697
Aquidauana,5001102,0.556,0.688
Aral Moreira,5001243,0.52,0.633
Bandeirantes,5001508,0.538,0.681
Bataguassu,5001904,0.601,0.71
Batayporã,5002001,0.508,0.684
Bela Vista,5002100,0.58,0.698
Bodoquena,5002159,0.513,0.666
Bonito,5002209,0.564,0.67
Brasilândia,5002308,0.547,0.701
Caarapó,5002407,0.548,0.692
Camapuã,5002605,0.582,0.703
Campo Grande,5002704,0.673,0.784
Caracol,5002803,0.484,0.647
Cassilândia,5002902,0.615,0.727
Chapadão do Sul,5002951,0.656,0.754
Corguinho,5003108,0.502,0.671
Coronel Sapucaia,5003157,0.488,0.589
Corumbá,5003207,0.584,0.7
Costa Rica,5003256,0.596,0.706
Coxim,5003306,0.607,0.703
Deodápolis,5003454,0.583,0.694
Dois Irmãos do Buriti,5003488,0.447,0.639
Douradina,5003504,0.567,0.699
Dourados,5003702,0.636,0.747
Eldorado,5003751,0.551,0.684
Fátima do Sul,5003801,0.596,0.714
Figueirão,5003900,0.508,0.66
Glória de Dourados,5004007,0.604,0.721
Guia Lopes da Laguna,5004106,0.567,0.675
Iguatemi,5004304,0.542,0.662
Inocência,5004403,0.573,0.681
Itaporã,5004502,0.55,0.654
Itaquiraí,5004601,0.498,0.62
Ivinhema,5004700,0.59,0.72
Japorã,5004809,0.399,0.526
Jaraguari,5004908,0.503,0.664
Jardim,5005004,0.59,0.712
Jateí,5005103,0.56,0.708
Juti,5005152,0.48,0.623
Ladário,5005202,0.605,0.704
Laguna Carapã,5005251,0.535,0.672
Maracaju,5005400,0.597,0.736
Miranda,5005608,0.5,0.632
Mundo Novo,5005681,0.585,0.686
Naviraí,5005707,0.572,0.7
Nioaque,5005806,0.504,0.639
Nova Alvorada do Sul,5006002,0.539,0.694
Nova Andradina,5006200,0.63,0.721
Novo Horizonte do Sul,5006259,0.494,0.649
Paranaíba,5006309,0.591,0.721
Paranhos,5006358,0.441,0.588
Pedro Gomes,5006408,0.515,0.671
Ponta Porã,5006606,0.6,0.701
Porto Murtinho,5006903,0.501,0.666
Ribas do Rio Pardo,5007109,0.514,0.664
Rio Brilhante,5007208,0.584,0.715
Rio Negro,5007307,0.58,0.709
Rio Verde de Mato Grosso,5007406,0.552,0.673
Rochedo,5007505,0.542,0.651
Santa Rita do Pardo,5007554,0.514,0.642
São Gabriel do Oeste,5007695,0.658,0.729
Sete Quedas,5007703,0.512,0.614
Selvíria,5007802,0.554,0.682
Sidrolândia,5007901,0.562,0.686
Sonora,5007935,0.553,0.681
Tacuru,5007950,0.469,0.593
Taquarussu,5007976,0.51,0.651
Terenos,5008008,0.529,0.658
Três Lagoas,5008305,0.63,0.744
Vicentina,5008404,0.594,0.711
Acorizal,5100102,0.5,0.628
Água Boa,5100201,0.603,0.729
Alta Floresta,5100250,0.585,0.714
Alto Araguaia,5100300,0.583,0.704
Alto Boa Vista,5100359,0.496,0.651
Alto Garças,5100409,0.626,0.701
Alto Paraguai,5100508,0.507,0.638
Alto Taquari,5100607,0.634,0.705
Apiacás,5100805,0.501,0.675
Araguaiana,5101001,0.552,0.687
Araguainha,5101209,0.573,0.701
Araputanga,5101258,0.604,0.725
Arenápolis,5101308,0.587,0.704
Aripuanã,5101407,0.528,0.675
Barão de Melgaço,5101605,0.446,0.6
Barra do Bugres,5101704,0.55,0.693
Barra do Garças,5101803,0.631,0.748
Bom Jesus do Araguaia,5101852,0.429,0.661
Brasnorte,5101902,0.517,0.696
Cáceres,5102504,0.586,0.708
Campinápolis,5102603,0.443,0.538
Campo Novo do Parecis,5102637,0.595,0.734
Campo Verde,5102678,0.638,0.75
Campos de Júlio,5102686,0.636,0.744
Canabrava do Norte,5102694,0.486,0.667
Canarana,5102702,0.565,0.693
Carlinda,5102793,0.484,0.665
Castanheira,5102850,0.489,0.665
Chapada dos Guimarães,5103007,0.522,0.688
Cláudia,5103056,0.563,0.699
Cocalinho,5103106,0.5,0.66
Colíder,5103205,0.575,0.713
Colniza,5103254,0.404,0.611
Comodoro,5103304,0.521,0.689
Confresa,5103353,0.451,0.668
Conquista d'Oeste,5103361,0.456,0.718
Cotriguaçu,5103379,0.47,0.601
Cuiabá,5103403,0.692,0.785
Curvelândia,5103437,0.53,0.69
Denise,5103452,0.564,0.683
Diamantino,5103502,0.636,0.718
Dom Aquino,5103601,0.555,0.69
Feliz Natal,5103700,0.515,0.692
Figueirópolis d'Oeste,5103809,0.576,0.679
Gaúcha do Norte,5103858,0.51,0.615
General Carneiro,5103908,0.486,0.67
Glória d'Oeste,5103957,0.574,0.71
Guarantã do Norte,5104104,0.53,0.703
Guiratinga,5104203,0.588,0.705
Indiavaí,5104500,0.517,0.661
Ipiranga do Norte,5104526,0.603,0.727
Itanhangá,5104542,0.506,0.71
Itaúba,5104559,0.511,0.69
Itiquira,5104609,0.541,0.693
Jaciara,5104807,0.634,0.735
Jangada,5104906,0.496,0.63
Jauru,5105002,0.5,0.673
Juara,5105101,0.572,0.682
Juína,5105150,0.56,0.716
Juruena,5105176,0.54,0.662
Juscimeira,5105200,0.568,0.714
Lambari d'Oeste,5105234,0.472,0.627
Lucas do Rio Verde,5105259,0.658,0.768
Luciára,5105309,0.534,0.676
Vila Bela da Santíssima Trindade,5105507,0.502,0.645
Marcelândia,5105580,0.573,0.701
Matupá,5105606,0.564,0.716
Mirassol d'Oeste,5105622,0.582,0.704
Nobres,5105903,0.538,0.699
Nortelândia,5106000,0.567,0.702
Nossa Senhora do Livramento,5106109,0.464,0.638
Nova Bandeirantes,5106158,0.434,0.65
Nova Nazaré,5106174,0.463,0.595
Nova Lacerda,5106182,0.464,0.636
Nova Santa Helena,5106190,0.497,0.714
Nova Brasilândia,5106208,0.516,0.651
Nova Canaã do Norte,5106216,0.484,0.686
Nova Mutum,5106224,0.64,0.758
Nova Olímpia,5106232,0.524,0.682
Nova Ubiratã,5106240,0.515,0.669
Nova Xavantina,5106257,0.587,0.704
Novo Mundo,5106265,0.492,0.674
Novo Horizonte do Norte,5106273,0.524,0.664
Novo São Joaquim,5106281,0.511,0.649
Paranaíta,5106299,0.516,0.672
Paranatinga,5106307,0.544,0.667
Novo Santo Antônio,5106315,0.373,0.653
Pedra Preta,5106372,0.565,0.679
Peixoto de Azevedo,5106422,0.502,0.649
Planalto da Serra,5106455,0.492,0.656
Poconé,5106505,0.528,0.652
Pontal do Araguaia,5106653,0.607,0.734
Ponte Branca,5106703,0.563,0.686
Pontes e Lacerda,5106752,0.548,0.703
Porto Alegre do Norte,5106778,0.519,0.673
Porto dos Gaúchos,5106802,0.585,0.685
Porto Esperidião,5106828,0.478,0.652
Porto Estrela,5106851,0.404,0.599
Poxoréo,5107008,0.554,0.678
Primavera do Leste,5107040,0.637,0.752
Querência,5107065,0.541,0.692
São José dos Quatro Marcos,5107107,0.571,0.719
Reserva do Cabaçal,5107156,0.548,0.676
Ribeirão Cascalheira,5107180,0.492,0.67
Ribeirãozinho,5107198,0.573,0.692
Rio Branco,5107206,0.539,0.707
Santa Carmem,5107248,0.579,0.715
Santo Afonso,5107263,0.53,0.689
São José do Povo,5107297,0.515,0.661
São José do Rio Claro,5107305,0.562,0.682
São José do Xingu,5107354,0.497,0.657
São Pedro da Cipa,5107404,0.563,0.66
Rondolândia,5107578,0.403,0.64
Rondonópolis,5107602,0.638,0.755
Rosário Oeste,5107701,0.534,0.65
Santa Cruz do Xingu,5107743,0.509,0.684
Salto do Céu,5107750,0.507,0.666
Santa Rita do Trivelato,5107768,0.596,0.735
Santa Terezinha,5107776,0.481,0.609
Santo Antônio do Leste,5107792,0.529,0.655
Santo Antônio do Leverger,5107800,0.534,0.656
São Félix do Araguaia,5107859,0.569,0.668
Sapezal,5107875,0.601,0.732
Serra Nova Dourada,5107883,0.498,0.664
Sinop,5107909,0.626,0.754
Sorriso,5107925,0.664,0.744
Tabaporã,5107941,0.51,0.695
Tangará da Serra,5107958,0.621,0.729
Tapurah,5108006,0.624,0.714
Terra Nova do Norte,5108055,0.521,0.698
Tesouro,5108105,0.588,0.655
Torixoréu,5108204,0.593,0.716
União do Sul,5108303,0.525,0.665
Vale de São Domingos,5108352,0.474,0.656
Várzea Grande,5108402,0.62,0.734
Vera,5108501,0.563,0.68
Vila Rica,5108600,0.485,0.688
Nova Guarita,5108808,0.516,0.688
Nova Marilândia,5108857,0.557,0.704
Nova Maringá,5108907,0.475,0.663
Nova Monte Verde,5108956,0.495,0.691
Abadia de Goiás,5200050,0.569,0.708
Abadiânia,5200100,0.503,0.689
Acreúna,5200134,0.571,0.686
Adelândia,5200159,0.529,0.702
Água Fria de Goiás,5200175,0.481,0.671
Água Limpa,5200209,0.585,0.722
Águas Lindas de Goiás,5200258,0.497,0.686
Alexânia,5200308,0.52,0.682
Aloândia,5200506,0.587,0.697
Alto Horizonte,5200555,0.557,0.719
Alto Paraíso de Goiás,5200605,0.572,0.713
Alvorada do Norte,5200803,0.533,0.66
Amaralina,5200829,0.484,0.609
Americano do Brasil,5200852,0.591,0.7
Amorinópolis,5200902,0.559,0.681
Anápolis,5201108,0.641,0.737
Anhanguera,5201207,0.589,0.725
Anicuns,5201306,0.598,0.714
Aparecida de Goiânia,5201405,0.582,0.718
Aparecida do Rio Doce,5201454,0.565,0.693
Aporé,5201504,0.574,0.693
Araçu,5201603,0.567,0.693
Aragarças,5201702,0.594,0.732
Aragoiânia,5201801,0.562,0.684
Araguapaz,5202155,0.553,0.674
Arenópolis,5202353,0.534,0.687
Aruanã,5202502,0.504,0.675
Aurilândia,5202601,0.588,0.7
Avelinópolis,5202809,0.559,0.66
Baliza,5203104,0.49,0.655
Barro Alto,5203203,0.543,0.742
Bela Vista de Goiás,5203302,0.56,0.716
Bom Jardim de Goiás,5203401,0.542,0.67
Bom Jesus de Goiás,5203500,0.57,0.701
Bonfinópolis,5203559,0.548,0.683
Bonópolis,5203575,0.451,0.63
Brazabrantes,5203609,0.538,0.701
Britânia,5203807,0.548,0.672
Buriti Alegre,5203906,0.589,0.71
Buriti de Goiás,5203939,0.53,0.687
Buritinópolis,5203962,0.433,0.704
Cabeceiras,5204003,0.546,0.668
Cachoeira Alta,5204102,0.579,0.71
Cachoeira de Goiás,5204201,0.575,0.727
Cachoeira Dourada,5204250,0.589,0.698
Caçu,5204300,0.621,0.73
Caiapônia,5204409,0.562,0.693
Caldas Novas,5204508,0.623,0.733
Caldazinha,5204557,0.542,0.685
Campestre de Goiás,5204607,0.524,0.653
Campinaçu,5204656,0.494,0.631
Campinorte,5204706,0.547,0.688
Campo Alegre de Goiás,5204805,0.608,0.694
Campo Limpo de Goiás,5204854,0.495,0.661
Campos Belos,5204904,0.511,0.692
Campos Verdes,5204953,0.519,0.654
Carmo do Rio Verde,5205000,0.578,0.713
Castelândia,5205059,0.546,0.701
Catalão,5205109,0.662,0.766
Caturaí,5205208,0.527,0.664
Cavalcante,5205307,0.396,0.584
Ceres,5205406,0.654,0.775
Cezarina,5205455,0.581,0.711
Chapadão do Céu,5205471,0.618,0.742
Cidade Ocidental,5205497,0.638,0.717
Cocalzinho de Goiás,5205513,0.506,0.657
Colinas do Sul,5205521,0.472,0.658
Córrego do Ouro,5205703,0.55,0.686
Corumbá de Goiás,5205802,0.5,0.68
Corumbaíba,5205901,0.573,0.698
Cristalina,5206206,0.578,0.699
Cristianópolis,5206305,0.623,0.688
Crixás,5206404,0.565,0.708
Cromínia,5206503,0.617,0.706
Cumari,5206602,0.625,0.737
Damianópolis,5206701,0.496,0.654
Damolândia,5206800,0.563,0.697
Davinópolis,5206909,0.587,0.716
Diorama,5207105,0.558,0.729
Doverlândia,5207253,0.504,0.668
Edealina,5207352,0.6,0.702
Edéia,5207402,0.589,0.739
Estrela do Norte,5207501,0.55,0.707
Faina,5207535,0.504,0.65
Fazenda Nova,5207600,0.573,0.685
Firminópolis,5207808,0.61,0.732
Flores de Goiás,5207907,0.447,0.597
Formosa,5208004,0.598,0.744
Formoso,5208103,0.576,0.715
Gameleira de Goiás,5208152,0.446,0.659
Divinópolis de Goiás,5208301,0.521,0.653
Goianápolis,5208400,0.507,0.703
Goiandira,5208509,0.639,0.76
Goianésia,5208608,0.571,0.727
Goiânia,5208707,0.715,0.799
Goianira,5208806,0.566,0.694
Goiás,5208905,0.563,0.709
Goiatuba,5209101,0.628,0.725
Gouvelândia,5209150,0.545,0.674
Guapó,5209200,0.538,0.697
Guaraíta,5209291,0.523,0.687
Guarani de Goiás,5209408,0.448,0.637
Guarinos,5209457,0.505,0.652
Heitoraí,5209606,0.588,0.694
Hidrolândia,5209705,0.566,0.706
Hidrolina,5209804,0.545,0.677
Iaciara,5209903,0.496,0.644
Inaciolândia,5209937,0.542,0.692
Indiara,5209952,0.545,0.701
Inhumas,5210000,0.616,0.72
Ipameri,5210109,0.574,0.701
Ipiranga de Goiás,5210158,0.559,0.696
Iporá,5210208,0.614,0.743
Israelândia,5210307,0.538,0.711
Itaberaí,5210406,0.589,0.719
Itaguari,5210562,0.577,0.693
Itaguaru,5210604,0.591,0.718
Itajá,5210802,0.568,0.691
Itapaci,5210901,0.557,0.725
Itapirapuã,5211008,0.541,0.677
Itapuranga,5211206,0.593,0.726
Itarumã,5211305,0.588,0.693
Itauçu,5211404,0.611,0.718
Itumbiara,5211503,0.656,0.752
Ivolândia,5211602,0.563,0.704
Jandaia,5211701,0.59,0.707
Jaraguá,5211800,0.56,0.699
Jataí,5211909,0.627,0.757
Jaupaci,5212006,0.553,0.689
Jesúpolis,5212055,0.55,0.649
Joviânia,5212105,0.637,0.706
Jussara,5212204,0.598,0.743
Lagoa Santa,5212253,0.559,0.74
Leopoldo de Bulhões,5212303,0.523,0.659
Luziânia,5212501,0.55,0.701
Mairipotaba,5212600,0.627,0.745
Mambaí,5212709,0.431,0.626
Mara Rosa,5212808,0.54,0.691
Marzagão,5212907,0.614,0.699
Matrinchã,5212956,0.515,0.679
Maurilândia,5213004,0.546,0.677
Mimoso de Goiás,5213053,0.445,0.665
Minaçu,5213087,0.559,0.707
Mineiros,5213103,0.59,0.718
Moiporá,5213400,0.575,0.696
Monte Alegre de Goiás,5213509,0.418,0.615
Montes Claros de Goiás,5213707,0.563,0.707
Montividiu,5213756,0.578,0.733
Montividiu do Norte,5213772,0.451,0.613
Morrinhos,5213806,0.623,0.734
Morro Agudo de Goiás,5213855,0.535,0.695
Mossâmedes,5213905,0.587,0.706
Mozarlândia,5214002,0.562,0.683
Mundo Novo,5214051,0.446,0.634
Mutunópolis,5214101,0.528,0.68
Nazário,5214408,0.574,0.71
Nerópolis,5214507,0.616,0.721
Niquelândia,5214606,0.555,0.715
Nova América,5214705,0.514,0.678
Nova Aurora,5214804,0.651,0.747
Nova Crixás,5214838,0.479,0.643
Nova Glória,5214861,0.557,0.681
Nova Iguaçu de Goiás,5214879,0.514,0.655
Nova Roma,5214903,0.486,0.634
Nova Veneza,5215009,0.549,0.718
Novo Brasil,5215207,0.55,0.699
Novo Gama,5215231,0.546,0.684
Novo Planalto,5215256,0.536,0.658
Orizona,5215306,0.577,0.715
Ouro Verde de Goiás,5215405,0.523,0.719
Ouvidor,5215504,0.636,0.747
Padre Bernardo,5215603,0.484,0.651
Palestina de Goiás,5215652,0.525,0.713
Palmeiras de Goiás,5215702,0.606,0.698
Palmelo,5215801,0.602,0.73
Palminópolis,5215900,0.579,0.722
Panamá,5216007,0.56,0.686
Paranaiguara,5216304,0.582,0.711
Paraúna,5216403,0.552,0.672
Perolândia,5216452,0.551,0.676
Petrolina de Goiás,5216809,0.562,0.712
Pilar de Goiás,5216908,0.479,0.684
Piracanjuba,5217104,0.577,0.721
Piranhas,5217203,0.57,0.721
Pirenópolis,5217302,0.565,0.693
Pires do Rio,5217401,0.641,0.744
Planaltina,5217609,0.508,0.669
Pontalina,5217708,0.626,0.687
Porangatu,5218003,0.602,0.727
Porteirão,5218052,0.541,0.684
Portelândia,5218102,0.553,0.654
Posse,5218300,0.503,0.659
Professor Jamil,5218391,0.563,0.684
Quirinópolis,5218508,0.613,0.74
Rialma,5218607,0.614,0.727
Rianápolis,5218706,0.573,0.693
Rio Quente,5218789,0.612,0.731
Rio Verde,5218805,0.633,0.754
Rubiataba,5218904,0.592,0.719
Sanclerlândia,5219001,0.588,0.736
Santa Bárbara de Goiás,5219100,0.54,0.706
